Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
Sh2-243;HII;06:40:12.00;+11:37:00.0;Ori;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-244;HII;06:41:48.00;+08:12:00.0;Mon;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-245;HII;06:43:18.00;+15:37:00.0;Ori;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-246;HII;06:45:06.00;+10:37:00.0;Mon;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-247;HII;06:50:18.00;+05:12:00.0;Mon;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-248;HII;06:52:06.00;+10:37:00.0;Mon;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-249;HII;06:56:18.00;+08:37:00.0;Mon;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-250;HII;07:11:00.00;-09:37:00.0;Mon;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-251;HII;07:14:30.00;-08:37:00.0;Mon;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-252;HII;07:18:36.00;-09:12:00.0;Mon;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-253;HII;07:23:12.00;-09:37:00.0;Mon;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-254;HII;07:26:12.00;-11:12:00.0;Mon;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-255;HII;07:32:00.00;-10:37:00.0;CMa;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-256;HII;07:36:36.00;-12:37:00.0;CMa;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-257;HII;07:39:06.00;-11:12:00.0;CMa;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-258;HII;07:45:36.00;-10:37:00.0;CMa;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-259;HII;07:50:12.00;-11:37:00.0;CMa;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-260;HII;07:55:12.00;-12:37:00.0;CMa;16;;;;;;;;;;;;;;;;;;;;;;;
Sh2-261;HII;07:57:12.00;-11:12:00.0;CMa;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-262;HII;08:02:18.00;-11:37:00.0;CMa;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-263;HII;08:08:42.00;-11:12:00.0;CMa;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-264;HII;08:13:18.00;-09:37:00.0;Pup;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-265;HII;08:17:18.00;-12:37:00.0;Pup;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-266;HII;08:23:06.00;-11:12:00.0;Pup;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-267;HII;08:31:24.00;-12:37:00.0;Pup;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-268;HII;08:37:06.00;-12:12:00.0;Pup;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-269;HII;08:41:06.00;-11:37:00.0;Pup;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-270;HII;08:45:00.00;-14:37:00.0;Pup;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-271;HII;08:53:24.00;-05:12:00.0;Pup;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-272;HII;09:11:06.00;-08:37:00.0;Pup;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-273;HII;09:15:12.00;-11:37:00.0;Pup;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-274;HII;09:20:06.00;-11:12:00.0;Pup;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-275;HII;09:24:36.00;-09:37:00.0;Pup;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-276;HII;10:04:12.00;-21:37:00.0;Vel;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-277;HII;10:14:48.00;-18:12:00.0;Vel;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-278;HII;10:24:06.00;-17:37:00.0;Vel;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-279;HII;10:29:36.00;-19:12:00.0;Vel;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-280;HII;10:43:12.00;-19:37:00.0;Vel;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-281;HII;00:52:24.00;+56:37:00.0;Cas;22;;;;;;;;;;;;;;;;;;;;;;;
Sh2-282;HII;23:22:18.00;+58:49:00.0;Cep;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-283;HII;23:34:12.00;+60:37:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-284;HII;23:48:00.00;+62:49:00.0;Cep;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-285;HII;22:57:00.00;+60:24:00.0;Cep;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-286;HII;23:02:24.00;+60:12:00.0;Cep;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-287;HII;21:22:30.00;+55:37:00.0;Cyg;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-288;HII;21:28:18.00;+56:12:00.0;Cyg;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-289;HII;20:21:36.00;+37:37:00.0;Vul;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-290;HII;19:59:12.00;+27:12:00.0;Vul;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-291;HII;19:54:48.00;+23:12:00.0;Aql;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-292;HII;19:47:42.00;+26:37:00.0;Vul;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-293;HII;19:39:12.00;+22:12:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-294;HII;19:32:00.00;+20:37:00.0;Aql;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-295;HII;19:26:36.00;+17:12:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-296;HII;19:20:24.00;+14:12:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-297;HII;19:16:30.00;+12:37:00.0;Aql;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-298;HII;19:10:18.00;+12:37:00.0;Aql;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-299;HII;19:05:12.00;+10:49:00.0;Aql;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-300;HII;18:58:48.00;+04:37:00.0;Ser;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-301;HII;18:51:12.00;+04:12:00.0;Ser;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-302;HII;18:45:48.00;+03:37:00.0;Ser;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-303;HII;18:32:18.00;+00:37:00.0;Ser;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-304;HII;18:25:12.00;-02:12:00.0;Ser;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-305;HII;18:17:36.00;-08:37:00.0;Sgr;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-306;HII;18:14:24.00;-10:12:00.0;Sgr;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-307;HII;18:11:18.00;-12:37:00.0;Sgr;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-308;HII;18:13:54.00;-17:12:00.0;Sgr;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-309;HII;18:21:48.00;-15:37:00.0;Sgr;15;;;;;;;;;;;;;;;;;;;;;;;
Sh2-310;HII;18:25:36.00;-14:12:00.0;Sgr;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-311;HII;18:33:12.00;-06:37:00.0;Ser;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-312;HII;18:37:36.00;-13:12:00.0;Sgr;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-313;HII;18:44:00.00;-14:37:00.0;Sgr;12;;;;;;;;;;;;;;;;;;;;;;;
